Marca temporal,Escribe tu historia: ,Crea un #hashtag o título para tu historia:,La historia que contaste te generó una sensación de:  ,Tu historia sucede:,Mientras escribiste la historia sentiste que:,Tu historia esta relacionada con: ,La historia que relataste involucra a:,"En el siguiente conjunto de preguntas haz clic en el número 1) si la característica ubicada a la izquierda es la que más se acerca a tus preferencias, en 2) si para ti está bien tanto la característica de la derecha como la de la izquierda y en 3) si prefieres la característica de la derecha. Empecemos... Al hacer un trabajo prefieres realizarlo:",El proceso de aprendizaje tiene mejores resultados para ti cuando sucede: ,Es más relevante para ti aprender cosas que tengan importancia para:,¿Qué grado estás cursando? ,¿Cuántos años tienes?,Eres:,Vives con... (puedes marcar más de una opción) ,Institución Educativa 
10/16/2019 11:22:27,no se me ocurre,#nosemeocurre,No estás seguro,Muy rara vez,Te dio curiosidad e inventaste una historia,yaoi,Tus compañeros,2,2,2,5,11,Otro,"Papá, Hermanos, Otros familiares, Amigos",Colegio de la Compañía de María La Enseñanza
10/16/2019 11:24:03,mi istoria setrata de una niña que tenia un amigo que se llamava juan y todos los dias seivan juntos a la cuando sevol bieron garnde y los amigos se enamoraron y tubieron un hijo  y el hijo se llamo daniel el niño lo querian mucho y la buela fue ala casa de la mama del niño cuando bio el niño ay minieto pregunto la abuela como tellamas el papa ledijo ala abuela sellama juan fin,camila,Felicidad,De vez en cuando,Te dio curiosidad e inventaste una historia,Evaluación,Tu familia y/o cuidadores,2,1,3,4,11,Mujer,"Papá, Mamá, Hermanos",I.E. El Pedregal
10/16/2019 11:24:56,ya lo ise tres veses,# ya,No estás seguro,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Bullying,Tus compañeros,2,3,1,11,7,Otro,"Mamá, Hermanos, Otros familiares, Amigos",I.E. Altavista
10/16/2019 11:25:19,"a mi me justa por que el profesor. oscar  es el mejor por que no enseña cosas  
 que  no sabemos y podemos a prender mas en hora de adelante..",el profe oscar,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Ninguna de las anteriores,Tus docentes,2,3,3,5,11,Hombre,"Mamá, Abuela, Abuelo, Hermanos",I.E. El Pedregal
10/16/2019 11:26:20,havia una vez un niño que le guastaba venir ala ecuela por jugar futbol por que el era un goleador una vez llegaron ala final y quedaron de campeones FIN.,EL JUGADOR ,No estás seguro,De vez en cuando,Te confundiste y no sabías que contar,FUTBOL,A ti,1,1,1,5,11,Hombre,"Mamá, Hermanos",I.E. El Pedregal
10/16/2019 11:26:23, UNA VES  UN GRILLO Y LE GUSTABA TOCAR Y SALTAR DESPUÉS UNA MARIQUITA ESTABA VOLANDO Y UNA AVISPA LA ESTA PERSIGUIENDO Y LA MARIQUITA SE ESCONDIÓ Y SE LASTIMO LA PATA DESPUÉS EL GRILLO LA ESTABA CURANDO  Y LE PUSO UNA VENDA  DESPUÉS FUERON AMIGOS Y FIN :).,EL GRILLO Y LA MARIQUITA,Felicidad,De vez en cuando,Te dio curiosidad e inventaste una historia,Innovación y creatividad,A ti,1,3,1,5,9,Hombre,"Papá, Mamá, Abuela, Hermanos",I.E. El Pedregal
10/16/2019 11:27:05,lo que me motiva de la escuela  son mis amigas ellas me tratan muy bien por otro lado me gustan las clases los profesores son muy buenos respetuosos amables y un poco regañones lo que no me motiva de la escuela es madrugar odio madrugar me divierto mucho,la escuela de mis sueños,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Trabajo en equipo,Tus docentes,2,1,3,5,11,Mujer,"Mamá, Hermanos, Otros familiares",I.E. El Pedregal
10/16/2019 11:27:06,lo que me  gusta  más  cuando   vengo  a  la  escuela  es  que  puedo  jugar  y  que puedo   aprender  de matematicas  y de   las  otras  áreas  que  puedo  tener  amigos     y   que  puedo   cuardarme mis  cosa   que  aprendo  cada  dia    y  le  puedo  cojer  cariño  a  las    otras    personas .  y  lo  otro es que  los  profesores son  muy  amables  y  muy  queridos   porque  todos  los  profesores  nos  quieren mucho a  todos  loa   niños,la  historia  de  los  profesores.  ,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Trabajo en equipo,Tus docentes,1,1,1,5,12,Mujer,"Mamá, Abuela, Abuelo, Hermanos, Otros familiares",I.E. El Pedregal
10/16/2019 11:27:28,"Bueno esta seria la historia . hace mucho tiempo una niña llamada laura queria estudiar periodismo pero no tenia dinero para costear su carrera, haci que ella averiguo otras formas de estudiar y descubrio las becas vio que con su promedio no le darian una beca asi que ella empeso a esforsarse muchisimo mas en la escuela no dormia por estudiar para hacer los examenes o hacer las mejores tareas pero su esfuerzo dio frutos lo logro la vecaron y despues ella tambien le echo muchas ganas a la univercidad como tan buenas notas que se graduo de su carrera con 12 menciones de onor ese fue el mejor dia de su vida.Luego  de la carrera a ella la pasaron a el noticiero de su departamento y ella a logrado denunciar mas de 32 casos de injusticia esa es su parte favorita de ser periodista estar de el lado de la gente y denunciar lo que pasa ella compro una casa para su mama una para ella y una para su hermano  y se caso y fue muy feliz      fin. ",el esfuerzo da sus frutos,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,lo que me gustaria,Tu familia y/o cuidadores,3,2,2,5,10,Mujer,"Papá, Mamá, Hermanos",I.E. El Pedregal
10/16/2019 11:28:22,avia una ves un ave de colores y una ardilla la ave de colores fue a comprar un gusanito para sus 2 pichones juan y pedro ellos nacieron hace 15 dias . la ardilla se llama daniel y daniel estaba consiguiendo nueses y paso por una escuela y se encontro con unos amigos y se dentraron para la escuela y ala ardilla daniel le encanto la escuela,la ave de colores y la ardilla daniel,Felicidad,De vez en cuando,Reflexionaste y aprendiste algo nuevo,escuela ,Tus compañeros,1,2,3,5,13,Hombre,Hermanos,I.E. El Pedregal
10/16/2019 11:28:34,habia una vez una niña que le gustaba venir a la escuela para aprender y salir adelante ya que sus profesores cumplieron sus sueños esforsandosen con el estudio y esa chica se llamaba melanny y su sueño es salir adelante como sus maestros  teniendo una buena carrera,#seloquequieraserysigetusueños,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Trabajo en equipo,Tus docentes,3,3,1,5,10,Mujer,"Mamá, Hermanos",I.E. Enrique Olaya Herrera
10/16/2019 11:29:33,bullyng,no al bullyng,No estás seguro,Muy rara vez,Reflexionaste y aprendiste algo nuevo,Bullying,Tus compañeros,1,2,3,8,14,Hombre,Mamá,I.E. Ramón Giraldo Ceballos
10/16/2019 11:29:41,"había una vez un niño que le hacian bulling por todos hasta que un día vino una nueva alumna al salón de ellos el cual era 5:4 ella se llamaba clara velazques montoya,después de entrar al salón se integro de inmediato al grupo en si era muy querida por todos pero había una cosa que le daba tristeza era el niño que le hacian bulling y no solo eso que era su propio novio que le hacia bulling a este niño después se hizo amiga de clara velazques fueron muy felices entre si ellos jugaban a veces iban a la casa para jugar y hacer tarea.Tambien iban a comer alguna cosa que les gustara después de 4 años se volvieron a encontrar clara con el niño maltratado el era muy apuesto y ya no era maltratado,clara lo reconocio por el lunar en la mejilla y era muy lindo el niño no la reconocio pero le dijo que si ponian comer alguna ella acepto y fueron a comer helado y hablaron de como era la vida de ellos hasta que el niño reconocio a la mujer clara por la historia que habia contado la mujer clara después le dijo el niño a clara que si le daba el numero para que salieran y ella acepto de inmediato después de 1 año se casaron tuvieron 2 hijos y fueron felices por siempre 

¡FIN!",EL NIÑO QUE LE HACIAN BULLING,Tristeza,Muy rara vez,Reflexionaste y aprendiste algo nuevo,Bullying,Tus compañeros,1,3,2,5,10,Hombre,"Mamá, Hermanos",I.E. El Pedregal
10/16/2019 11:30:18,"yo soy jeampier  como ya todos saben tengo 11 años,soy muy amigable  y jugueton y  me gusta la tv  muchos dicen que tengo problema de ira.
y por eso soy problematico en el colegio soy muy inquieto y en mi antigua 
escuela me hacian bulling y por eso soy asi xd ....

",el niño que le hacian  bulling,Tristeza,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Bullying,A ti,3,2,1,5,11,Hombre,"Papá, Mamá, Abuela, Hermanos, Amigos",I.E. El Pedregal
10/16/2019 11:31:07,"yo soy feliz cuando me animan , cuando salgo de paseo ,estoy con amigos ,familiares o alguien especial ,quiero ser alguien grande en la vida,quiero rescatar animales , o ser veterinaria ,cuando cumplo años me pone feliz porque estoy serca de mis amigos ,familia,estar serca de mis amigos , es rico porque me pasan cosas grandiosas , amo los animales , apesar de todo los gatos , son lo que mas me hacen fekiz ,me encanra la matematicas , e.fisica, quiero aplender muchas cosas,amo encontrarme con mis amigos en el colegio,y cuando llegar a la casa, encontrarme con mis gatas y mi familia ,amo a mis amigas estar con ellas , salir de paseo con ellas,amo jugar el futbol...listo aqui acaba la historia .",la historia feliz de isabella,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,amor,Tu familia y/o cuidadores,3,3,3,5,11,Mujer,"Papá, Mamá, Abuela, Hermanos",I.E. El Pedregal
10/16/2019 11:31:42,"Nada mi vida es muy aburrida y solo me siento en una esquina 
-Me motivo porque quiero sacar adelante a mi familia y me desanima cuando toca sociales por la maestra  ",#bored ,No estás seguro,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Convivencia,A ti,1,1,3,8,14,Hombre,Mamá,I.E. Ramón Giraldo Ceballos
10/16/2019 11:31:49,el la institución hay un nuevo docente que nos da clases muy interesantes y didácticas de temas de la vida cotidiana por lo tanta es un motivo positivo para venir a la institución,El docente nuevo,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Innovación y creatividad,Tus docentes,1,1,3,8,14,Mujer,Mamá,I.E. Ramón Giraldo Ceballos
10/16/2019 11:31:53,soy gay,me asen bullyng,Tristeza,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Bullying,Tu familia y/o cuidadores,3,1,1,9,19,Otro,Otros familiares,I.E. Ramón Giraldo Ceballos
10/16/2019 11:31:55,"Habia una vez un niño que le gusta mucho el futbol y el queria que todos  los 
dias ubiera un partido pero solo habia uno a la semana pero todos los dias habian entrenamiento y el madrugaba por ir alos entrenamientos hacia todas las tareas,hacia el almuerso, lababa la losa y se convirtio en un jugador profecional fin",EL NIÑO RESPONSABLE,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,RESPNSABILIDAD,A ti,1,3,1,5,10,Hombre,"Papá, Mamá, Hermanos",I.E. Enrique Olaya Herrera
10/16/2019 11:32:24,"A mi lo que me motiva a venir a estudiar es la importancia de aprender cosas,  a aprender a ser mejor persona ",#Laimportancia de venir a estudiar,Felicidad,De vez en cuando,Te confundiste y no sabías que contar,importancia de venir a estudiar,A ti,1,1,1,8,14,Hombre,"Mamá, Hermanos",I.E. Ramón Giraldo Ceballos
10/16/2019 11:33:17,"me motiva mis amigos,aprender,superarme , ir al restaurante y muchas cosas mas ",la relación entre los alumnos y maestros ,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Trabajo en equipo,Tus compañeros,3,1,3,8,16,Mujer,"Hermanos, Otros familiares",I.E. Ramón Giraldo Ceballos
10/16/2019 11:33:25,que en la institucional se en encuentra unos conflictos ya se a de peleas  y casa así como consumo de drogas y demás cosas provocada con los estudiantes y los profesores y como se dicen entere ellos  ya sea bruscamente  y  ,situaciones provocadas en la institución ,No estás seguro,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Ninguna de las anteriores,Tu familia y/o cuidadores,3,2,3,8,15,Hombre,"Papá, Mamá, Hermanos",I.E. Ramón Giraldo Ceballos
10/16/2019 11:33:59,en el colegio me gusta q nos enseñen con paciencia aunque algunos profes no tengan pero para mi es el mejor colegio que he estado pq los profesores son buena gente y la pasamos muy bien encada salon pq nos colocan actividades muy cheberes ,el mejor colegio,Felicidad,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Trabajo en equipo,Tus docentes,3,3,2,8,15,Mujer,"Mamá, Abuela, Hermanos",I.E. Ramón Giraldo Ceballos
10/16/2019 11:34:10,"me motiva ir al colegio porque puedo aprender cosas nuevas que me interesan ya que no todas las clases me agradan como otras materias en mi caso tecnologia, sociales, español y ingles son de las que mas me interesan y pues me motiva aprender aunque nuestra escuela no tiene el mejor sistema educativo y lo comprobe cuando una niña que venia de otra escuela un poco mas reconocida sabian cosas muyb basicas y los demas la tomaban como inteligente cuando en realidad es muy basico lo que dice y lo que me desmotiva ir al colegio es que es tipico en todos los colegios que siempre se bullying  y todo eso y ya es normal y tambien que mis compañeros y de la mayoria de clases donde he estado son muy idiotas aunque la estupidez humana sea infinita da rabia.",#Ok,No estás seguro,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Evaluación,Tus compañeros,1,2,2,8,13,Hombre,"Papá, Mamá, Hermanos",I.E. Ramón Giraldo Ceballos
10/16/2019 11:34:11,"mi historia es
que los profesores mantengan mas rigidez en las clases que sean mas estrictos  y modernos en su forma de ser
me gusta las cosas o actividades que dejan  y las tareas  o consultas",los buenos alumnos,Felicidad,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Resolución de conflictos,A ti,2,1,3,8,14,Hombre,"Hermanos, Amigos",I.E. Ramón Giraldo Ceballos
10/16/2019 11:34:12,mi historia q cuando yo yego al colegio me pongo triste por q ami measen bulin en el colegio y yo me desanimo mucho y por eso aveses no llego feliz si no lo unico q ago es quedarme calladapara q no medigan nada en el grupo ,no al maltrato,Tristeza,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Bullying,Tus compañeros,1,1,1,8,15,Mujer,"Papá, Mamá, Hermanos",I.E. Ramón Giraldo Ceballos
10/16/2019 11:34:26,"me motiva mis amigos,aprender cosas nuevas  y conoser mas amigos nuevos tener una relacion buena con mis compañeros y dosentes",la relacin etre los maestros y los alumnos es buena,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Trabajo en equipo,Tus docentes,3,3,2,8,14,Mujer,"Papá, Mamá, Abuela, Abuelo, Hermanos",I.E. Ramón Giraldo Ceballos
10/16/2019 11:34:38,familia,no me quieren,Tristeza,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Alimentación,Tus docentes,2,2,2,8,11,Hombre,Mamá,I.E. Ramón Giraldo Ceballos
10/16/2019 11:34:40,"las personas abusan de la gente solo por su color de piel y eso no es bueno y por eso escribi esto por que la gente que es constante ,mente abusada esta cansada de tanto maltrato y por eso es que llevan a la conclucin de sucidarse y eso esta mal asi que espero que me ayuden cambiando un pequeño gesto hace a una gran persona",#vastadebullyng,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Bullying,Tus compañeros,1,3,3,8,14,Hombre,"Papá, Mamá",I.E. Ramón Giraldo Ceballos
10/16/2019 11:34:43,lo que me motiva a venir a la escuela  es salir adelante tener un buen futuro y darle lo mejor a mi madre y mis hermanos y tambien por que comparto con mis compañeros de clases y lo que no me gusta de mi escuela es que hay mucho bullying,salir adelante ,No estás seguro,Todo el tiempo,Te confundiste y no sabías que contar,Bullying,Tus compañeros,3,1,2,8,14,Hombre,"Mamá, Hermanos",I.E. Ramón Giraldo Ceballos
10/16/2019 11:34:43,lo que me motiva a venir ala escuela es que puedo distraerme en la escuela con mis amigos y compañeros de clase y por que tengo la oportunidad de salir adelante y poder ser alguien en la vida y lo que me desmotiva es que hay mucho bullyng ,mas sueños menos balas legarda,No estás seguro,Todo el tiempo,Te confundiste y no sabías que contar,Bullying,Tus compañeros,3,1,2,8,16,Hombre,"Mamá, Hermanos",I.E. Ramón Giraldo Ceballos
10/16/2019 11:35:45,que en la istitucion se nos complica algunos conflitos ya de peleas discuciones verbales y añgunos compañeros son groseros y le encantan sentir a las dmeas personas mal ,situaciones q pasan en la ramon ,No estás seguro,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Resolución de conflictos,Tus compañeros,2,2,2,8,16,Mujer,"Papá, Mamá, Hermanos",I.E. Ramón Giraldo Ceballos
10/16/2019 11:36:01,me motiva venir al colegio porque aprendo y comparto con mis copañeros dia a dia y siemre tenemos buenas experiencias aunque aveces los profesores no pongan de su parte porque no todos los profesores son justos o nos tratan a todos por igual pero de todas maneras es una buena experencia y motivacion  venir al colegio ya que todo nos es malo al contarrio pasan cosas demasiado bueas y eso es lo q nos motiva dia a dia los estudiate con estos proyectos q es estudiar para aprender mas y tener un futuro  asegurado y bueno para todos nosotros,#estudiantes,Felicidad,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Convivencia,Tus compañeros,2,3,2,8,14,Mujer,"Papá, Mamá, Hermanos",I.E. Ramón Giraldo Ceballos
10/16/2019 11:36:54,lo que a mi me motiva para venir a estudiar es por las ayudas que le dan los docentes y directivos de la institucion y lo que menos me gusta del colegio son las peleas  que hacen los compañeros y las drogas que traen ,#TodosPorUnaNuevaInstitucion ,Felicidad,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Resolución de conflictos,Tus docentes,2,1,1,8,14,Hombre,"Papá, Mamá, Hermanos",I.E. Ramón Giraldo Ceballos
10/16/2019 11:37:20,"me motiva el colegio como a ido cambiando e estado aqui desde tercero y an habido muchos cambios tanto de cordinadores,rectores y profesores la escuela se a vuelto un tanto estricta pero a mi me gusta eso me recuerda mis tiempos en la volivariana este cambio puede hacer mas dificil la admicion de pase de el año pero de todas formas es un mayor reto y saca a relucir la gente que de verdad muestra el espiritu de trabajo muestra su potencial,ideas,sentimientos y demas cosas que ayudan una mejor calidad de estudio y asi mejorando el estatus de la ramon giraldo ceballos",#demuestra quien eres,No estás seguro,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Resolución de conflictos,Tus docentes,2,3,3,8,14,Hombre,Mamá,I.E. Ramón Giraldo Ceballos
10/16/2019 11:37:32,"Lo que me motiva: Mis amigos, aprender cosas nuevas para un futuro, que con el estudio voy a a salir a adelante para ser alguien, saber que ayudare a mucha gente en un mañana. 
Lo que me desmotiva: Madrugar, ver a algunos profesores.",#Empezarunbuenia,No estás seguro,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Convivencia,Tus compañeros,3,2,2,8,13,Hombre,"Mamá, Hermanos",I.E. Ramón Giraldo Ceballos
10/16/2019 11:38:11,"me gusta por los profesores mauricio,miriam,oscar,marta
",los profesores amorosos,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Resolución de conflictos,Tus docentes,1,1,1,4,9,Mujer,"Papá, Mamá, Hermanos, Otros familiares",I.E. El Pedregal
10/16/2019 11:38:43,"Lo que me gusta y lo que me desagrada de la I.E

Me gusta que los profesores sean estrictos pero a la vez que te den la 
oportunidad de realizar tus trabajos o talleres que hayas reprobado o no alcanzado el promedio suficiente

No me gusta de los docentes que algunos maestros sean groceros y maleducado ya sea por lo que esten haciendo los estudiantes (piden respeto pero ellos no dan el respeto hacia los estudiantes). Algunos docentes tambien parecen que los mandan a dar clases cuando falta un profesor por discapacidad que apezar de hacer todo lo que dicen y realizar sus trabajos llega el docente y no te cuentan la nota ni mucho menos el esfuerzo realizado

Que hayan desconfianza entre docentes y estudiantes y sentirse inseguros pensando que pueden incluso matarte, hacerte daño, lecionarte e incluso llevar al camino de las drogas algunas personas y nadie se preocupa de eso solo cuando lo peor ya sucedio ya si hacen medidas PERO (ya para que?)",#ReconectateConLosDemas,Angustia,Todo el tiempo,Te confundiste y no sabías que contar,Convivencia,Tus docentes,3,2,2,8,17,Hombre,Mamá,I.E. Ramón Giraldo Ceballos
10/16/2019 11:42:19,lo que me gusta de la institucion es que tiene un ambiente super agradable y lo que resalto de ella es que se hace muy buenos trabajos en equipo y muchas actividades siempre se mantiene limpio y eso es demasiado agradable los profesores son muy respetuosos y saben como explicar las cosas por lo tanto es muy bueno todo,la mejor escula,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Trabajo en equipo,Tus docentes,2,1,2,8,16,Mujer,Papá,I.E. Ramón Giraldo Ceballos
10/16/2019 11:42:38,me ayuda a salir adelante para las carreras que aspiramos y los profesores son muy buenos y los estudiantes son honestos etc....,#PROGRESEMOS,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Convivencia,Tus docentes,1,1,3,8,13,Hombre,"Mamá, Otros familiares",I.E. Ramón Giraldo Ceballos
10/16/2019 11:42:41,los profesores son muy buenos y el colegio nos ayuda a salir a salir adelante me gusta la leche que dan el restaurante y los salones estan muy bien y aveces hay peleas y aveces no la mayoria es de hombres y ya eso es lo que me parece el colegio  ,cosas que me gustan del colegio y que no me gustan ,Felicidad,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Convivencia,Tus compañeros,1,1,3,8,13,Hombre,Mamá,I.E. Ramón Giraldo Ceballos
10/16/2019 11:43:36,los profesores son mui buenos en las materias que ellos nos danan anosotros y son mui amigable con todos los estudiantes de toda la clase de todos los profesores,los profes,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Trabajo en equipo,Tus docentes,3,1,1,8,13,Hombre,"Mamá, Hermanos, Amigos",I.E. Ramón Giraldo Ceballos
10/16/2019 11:44:56,"a mi me gusta estar en mi casa por que estoy con mis amigos y familiares
",mi historia sobre mis amigos y familiares,Felicidad,Todo el tiempo,Te confundiste y no sabías que contar,sola,Tu familia y/o cuidadores,1,1,1,4,9,Mujer,"Papá, Mamá, Hermanos, Otros familiares",I.E. El Pedregal
10/16/2019 11:45:05,".
me gusta por los profesores que nos enseñan y nos quieren",los profesores que nos quieren,Felicidad,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Convivencia,Tus docentes,1,1,1,4,9,Hombre,"Papá, Mamá, Abuela, Hermanos",I.E. El Pedregal
10/16/2019 11:47:07,yo amo ami familia por que si,por que si,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Trabajo en equipo,Tu familia y/o cuidadores,1,1,1,4,9,Hombre,"Papá, Mamá, Abuela, Hermanos",I.E. El Pedregal
10/16/2019 11:47:32,"ami me gusta venir al colegio,por los profesorer, oscar aspilla,maurisio tabares,mirian lopez, marta araceli y por ",los profesores,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Trabajo en equipo,Tus docentes,2,2,2,4,10,Hombre,Mamá,I.E. El Pedregal
10/16/2019 11:49:10,"ha via una ves un niño  que se llamaba tomas que al gunos amigos buenos  y todos los profesores por que me enseñan a aprender cosas  y salir adelante y ser una buena personas  y ser un buen trabajador y aprender cosas nuebas y sacar mi familia adelante asta ser un profesional
",A prender de la escuela,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Convivencia,Tus compañeros,3,1,1,4,10,Hombre,"Papá, Mamá",I.E. El Pedregal
10/16/2019 11:49:53,"había una vez un niño llamado Maicol Stiven que le gustaba ir a la escuela porque le gustaba jugar con los amigos, ir a aprender, dibujar y pintar y no le gustaba ir porque unos niños le buscaban pleito y lo hacían hacer cosas que no debía.",mi historia,No estás seguro,De vez en cuando,Reflexionaste y aprendiste algo nuevo,lo que me gusta y no me gusta de la escuela,Tus compañeros,3,1,1,4,10,Hombre,"Papá, Mamá, Hermanos",I.E. El Pedregal
10/16/2019 11:50:07,habia una vez  una niña llamada feliciti le  gustaba ir al sefa el sefa es el  bachiderato y lencantaba ir pero lo que no le gustaba era  que  tiraban basura  al piso y eso no le gustaba tampoco  que   tiran la cmida y ella hizo una campaña  para remediar eso y lo logro  y no se volvio aver basura ni comida tirada  fin,el bachiderato,Tristeza,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Trabajo en equipo,Tus compañeros,3,2,1,4,9,Mujer,"Mamá, Abuela, Abuelo, Hermanos, Otros familiares",I.E. El Pedregal
10/16/2019 11:50:35,HABIA   UNA VEZ UN NIÑO QUE DESIA QUE LOS PROFESORES ERAN FASTIDIOSOS Y QUE NO LE GUSTABA ESTUDIAR,EL NIÑO QUE NO LE GUSTABA ESTUDIAR,No estás seguro,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Ninguna de las anteriores,Tus compañeros,3,2,1,4,10,Mujer,"Papá, Mamá, Hermanos",I.E. El Pedregal
10/16/2019 11:50:49,"ami me gusta las clases de la profesora mirian lopez
y tamvien me guta los otros profesores y lo que mas
me gusta es mis amigos jugamos mucho y mi mejor amiga
se yama  mariana 
fin",mi historia,Felicidad,De vez en cuando,Te dio curiosidad e inventaste una historia,Trabajo en equipo,Tus compañeros,1,3,3,4,10,Hombre,Amigos,I.E. El Pedregal
10/16/2019 11:51:08,"Habia una vez una niño que se llamaba Emmanuel que hera muy feliz  en la escuela y jugaba en descanso,saltaba,cantaba,bailaba un dia Emmanuel no fue a la escuela por que el dia anterior le habian pegado y le abian dejado marcas,moretones,y rasguños su mama lo mando para la escula con un saco,yo Emily su prima mayor fui ala escuela como la mama de Emmanuel trabajaba mi mama lo cuidaba y yo lo ayudaba un dia mi primo dijo lo que le pasaba, nos parecia muy estraño que llegara apporreado  le dijimos a bienestar familiar
                                                     fin
autora Emily Nicol Martinez Giraldo",no ala violencia,Angustia,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Resolución de conflictos,Tu familia y/o cuidadores,1,1,1,4,10,Mujer,"Papá, Mamá, Hermanos",I.E. El Pedregal
10/16/2019 11:51:55,Ha bia una vez un niño que se llamaba emanuel que le gustaba la escuela y el futbol emanuel estaba en el equipo talentos pedregal el se estaba esforsandose  mucho por ser el mejor futbolista del mundo mas que messi y de neymar y cristiano ronaldo ,el niño que le gustaba el futbol,Felicidad,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Trabajo en equipo,A ti,1,1,1,4,10,Hombre,Amigos,I.E. Rafael Uribe Uribe
10/16/2019 11:51:58,había una vez una niña que  le gustaba ir al  colegio por  podia compartir con sus amigo y profesores y una vez un niño nuevo le estaba asiendo  bullying y  la profesora no savia y la niña le dijo a la profesora y la profesora  lo llamo y le dijo  si era verdady el ñino le dojo q si y la profe ledijo  le pidiera disculpa y se perdonaron y a si ya no le hiso  mas bullyng,la niña q le hasian bullyying,Tristeza,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Bullying,Tus compañeros,1,1,3,4,11,Hombre,"Mamá, Hermanos",I.E. El Pedregal
10/16/2019 11:52:02,"me encanta estudiar pero ay veses quiero jugar play

",tu y yo,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Trabajo en equipo,A ti,1,3,1,4,9,Hombre,Mamá,I.E. El Pedregal
10/16/2019 11:52:03,"AMI ME GUSTA BENIR  ALA ESCUELA POR QUE   ME  DIBIERTE POR QUE Y  AMI ME ABURRE  CUANDO NO HACEMOS NADA  ESO ES MUY ABURRIDO  Y CUANDO LOS PROFESORES SE MOLESTAN CUANDO  NOS PORTAMOS MAL Y CUANDO ME SACO PUROS 5 ME ALEGRO POR QUE MI MAMA NO ME  PEGA Y   CUANDO ME SACO 1 ME PEGA PORQUE YO NO AGO NADA Y MI MAMA SIEMPRE  ME DICE QUE   EL ESTUDIO ES LO MAS IMPORTANTE QUE HAY  
                                                                 FIN
",AMI ME GUSTA LA ESCUELA,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Ninguna de las anteriores,Tu familia y/o cuidadores,1,1,1,4,11,Mujer,"Mamá, Abuela, Hermanos",I.E. El Pedregal
10/16/2019 11:52:07,había una vez un niño que se llamaba juan carlos a el le gustaba mucho la escuela  por que los compañeros  los profesores y todos los de el colegio un día en un examen se saco 5,juan es bueno,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Convivencia,A ti,1,1,1,4,10,Hombre,"Papá, Mamá, Hermanos",I.E. El Pedregal
10/16/2019 11:52:09,"ami me gusta venir al colegio porque hay restaurante las clases son muy buenas  para enseñar tambien porque me divierto en el futbool el basquetbol y porque puedo jugar en cualquier lugar cuando saco puros 5 me alegro porque es una nota muy importante para mi y para toda mi familia  y siempre
voy a estar feliz en esta escuela
 ",ami me gusta el colegio,Felicidad,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Trabajo en equipo,Tu familia y/o cuidadores,2,1,2,4,9,Mujer,"Mamá, Hermanos",I.E. El Pedregal
